ID PERSONA,Status,Seniority,Home,Time,Age,Marital,Records,Job,Expenses,Income,Assets,Debt,Amount,Price
1170,BUENO,4,PADRES,36,28,CASADO,NO,FIJO,45,100,0,0,1000,2343
1171,BUENO,0,PROPIA,48,38,CASADO,NO,FIJO,75,217,3500,0,1400,1689
1172,MALO,7,PROPIA,48,29,CASADO,NO,FIJO,60,62,4000,0,984,984
1173,BUENO,4,RENTADA,6,28,CASADO,NO,FIJO,66,60,0,0,200,1566
1174,BUENO,16,PROPIA,60,32,CASADO,NO,FIJO,60,117,1100,80,1400,1833
1175,MALO,2,RENTADA,48,22,SOLTERO,NO,FIJO,42,73,0,0,940,1127
1176,MALO,2,PADRES,48,30,SOLTERO,NO,FIJO,35,86,0,0,900,1127
1177,MALO,11,PROPIA,48,30,CASADO,NO,FIJO,75,67,3000,2040,1000,1093
1178,BUENO,30,PROPIA,36,53,CASADO,NO,FIJO,75,165,5000,0,900,900
1179,MALO,2,PRIVADA,60,28,CASADO,SÍ,FIJO,75,166,6000,0,1500,1599
1180,MALO,5,OTRO,48,22,SOLTERO,NO,FIJO,35,82,0,0,480,1910
1181,MALO,1,RENTADA,36,24,CASADO,NO,FREELANCER,44,90,0,0,1050,1493
1182,MALO,1,RENTADA,60,52,SEPARADO,SÍ,FIJO,68,327,0,0,700,819
1183,BUENO,8,PROPIA,60,34,CASADO,NO,FIJO,75,145,3000,1800,1500,1703
1184,BUENO,20,RENTADA,36,39,CASADO,NO,FREELANCER,95,202,0,0,600,1461
1185,BUENO,4,PROPIA,60,30,CASADO,NO,MEDIO TIEMPO,45,150,4000,2800,1400,1763
1186,BUENO,5,RENTADA,36,46,CASADO,NO,FIJO,82,223,0,0,450,650
1187,BUENO,3,PADRES,36,52,CASADO,SÍ,FIJO,60,325,0,0,400,1700
1188,BUENO,10,PROPIA,60,52,CASADO,NO,FIJO,60,143,5500,0,1300,1661
1189,BUENO,10,RENTADA,60,36,CASADO,NO,FIJO,85,100,0,0,850,1150
1190,BUENO,11,PROPIA,12,25,CASADO,NO,FIJO,45,124,2500,1000,800,1602
1191,BUENO,22,RENTADA,48,46,CASADO,NO,FIJO,86,110,0,0,1150,1528
1192,MALO,0,OTRO,48,45,CASADO,NO,FREELANCER,75,120,0,0,900,964
1193,BUENO,25,PROPIA,60,53,CASADO,NO,FIJO,60,107,4000,0,800,932
1194,MALO,2,OTRO,60,22,SOLTERO,NO,FIJO,35,83,0,0,1400,1430
1195,BUENO,0,OTRO,36,50,CASADO,NO,MEDIO TIEMPO,60,162,20000,0,1000,1615
1196,MALO,0,PROPIA,48,52,CASADO,SÍ,OTRO,90,245,3850,2432,1520,1670
1197,BUENO,12,PRIVADA,60,47,CASADO,NO,FIJO,60,243,8500,0,1850,1890
1198,BUENO,4,RENTADA,60,27,SOLTERO,NO,FIJO,43,76,0,0,650,1070
1199,BUENO,12,PROPIA,18,35,CASADO,NO,FIJO,60,400,6000,0,200,2225
1200,BUENO,0,PADRES,48,21,SOLTERO,NO,MEDIO TIEMPO,35,106,5000,0,500,1131
1201,BUENO,22,PROPIA,36,44,CASADO,NO,FIJO,75,120,7000,0,650,1852
1202,MALO,3,PADRES,60,32,SOLTERO,NO,FIJO,35,122,0,0,2000,2050
1203,BUENO,1,RENTADA,36,34,DIVORCIADO,NO,FIJO,43,80,0,0,700,700
1204,BUENO,14,PRIVADA,60,36,CASADO,NO,FIJO,60,120,4000,1500,1500,1540
1205,BUENO,10,RENTADA,48,36,CASADO,NO,FIJO,80,200,0,0,978,1338
1206,BUENO,13,RENTADA,60,36,CASADO,NO,FIJO,79,191,4000,700,1000,1209
1207,BUENO,1,RENTADA,60,24,CASADO,NO,FIJO,52,67,0,0,800,1137
1208,MALO,3,PROPIA,36,26,SOLTERO,NO,FREELANCER,35,0,60000,3000,800,1000
1209,BUENO,5,RENTADA,12,35,CASADO,SÍ,FREELANCER,96,210,0,0,300,700
1210,BUENO,4,PROPIA,60,42,SOLTERO,NO,FIJO,35,110,2500,0,1090,1565
1211,BUENO,3,OTRO,60,55,CASADO,NO,FIJO,45,45,0,0,600,864
1212,BUENO,19,PROPIA,60,49,CASADO,NO,FIJO,135,150,3500,0,1100,1477
1213,MALO,4,PADRES,60,38,SEPARADO,NO,FIJO,35,100,0,0,1300,1500
1214,BUENO,9,PROPIA,60,32,CASADO,NO,FIJO,75,345,6000,3300,700,994
1215,BUENO,7,PROPIA,60,36,CASADO,NO,FIJO,60,122,3000,0,750,850
1216,BUENO,26,PROPIA,60,55,CASADO,NO,FIJO,60,110,10000,0,1500,1527
1217,MALO,2,RENTADA,60,30,CASADO,SÍ,FREELANCER,54,90,2000,0,1500,1500
1218,BUENO,11,PROPIA,48,29,CASADO,NO,FIJO,75,76,15000,0,300,1336
1219,BUENO,4,RENTADA,36,48,CASADO,NO,FREELANCER,94,340,1000,0,525,525
1220,MALO,2,PROPIA,60,29,CASADO,SÍ,FIJO,60,185,6300,2300,2000,2675
1221,BUENO,5,PROPIA,60,42,CASADO,NO,FIJO,75,101,3500,0,1090,1190
1222,BUENO,3,PROPIA,24,32,CASADO,NO,FIJO,60,196,5000,300,800,1606
1223,BUENO,17,PROPIA,36,47,CASADO,NO,FIJO,75,158,17000,0,1000,2159
1224,BUENO,9,PADRES,60,33,CASADO,NO,FIJO,45,221,3000,0,1600,2344
1225,BUENO,18,PROPIA,60,32,SOLTERO,NO,FIJO,35,133,3500,150,1600,2200
1226,BUENO,18,PROPIA,60,42,CASADO,NO,FREELANCER,90,0,5000,0,1300,2147
1227,BUENO,6,PROPIA,24,45,CASADO,NO,FREELANCER,90,150,5000,0,250,450
1228,BUENO,12,PROPIA,12,40,CASADO,NO,FIJO,75,390,8000,0,500,1732
1229,BUENO,2,PROPIA,36,28,CASADO,NO,MEDIO TIEMPO,60,146,2500,0,700,1258
1230,BUENO,1,PADRES,48,29,SOLTERO,NO,FREELANCER,45,478,9000,0,2100,2450
1231,BUENO,8,OTRO,24,41,DIVORCIADO,NO,FIJO,60,90,4000,0,500,1600
1232,BUENO,25,PRIVADA,48,55,CASADO,NO,FIJO,60,169,4000,0,1000,1459
1233,MALO,25,PROPIA,60,61,CASADO,SÍ,FREELANCER,45,100,39000,0,1060,1134
1234,MALO,3,RENTADA,18,30,CASADO,NO,FREELANCER,54,90,0,0,300,425
1235,BUENO,2,PROPIA,48,40,CASADO,NO,FREELANCER,60,160,3000,800,1300,1521
1236,BUENO,3,RENTADA,48,36,CASADO,SÍ,FIJO,82,222,0,0,1900,2100
1237,BUENO,18,PROPIA,60,42,CASADO,NO,FIJO,75,111,2500,0,1150,1640
1238,BUENO,1,PROPIA,48,18,SOLTERO,NO,MEDIO TIEMPO,45,111,7000,0,1100,1299
1239,BUENO,4,PROPIA,36,23,CASADO,NO,FIJO,75,168,4000,0,1100,1385
1240,BUENO,20,PROPIA,60,49,CASADO,NO,FREELANCER,90,215,4500,0,1000,1228
1241,BUENO,14,PROPIA,60,28,CASADO,NO,FREELANCER,75,94,5500,9500,1660,2419
1242,BUENO,0,PADRES,36,26,SOLTERO,NO,FIJO,35,63,0,0,600,994
1243,MALO,8,RENTADA,60,25,CASADO,SÍ,FIJO,73,280,0,0,600,1364
1244,BUENO,15,PROPIA,48,33,CASADO,NO,FIJO,75,220,7000,0,1300,2400
1245,BUENO,3,PROPIA,60,30,CASADO,NO,FIJO,45,126,3500,2400,1000,1120
1246,BUENO,20,PROPIA,36,44,CASADO,NO,FIJO,60,120,3000,0,350,400
1247,MALO,2,PADRES,60,25,DIVORCIADO,NO,MEDIO TIEMPO,35,90,0,0,900,1111
1248,BUENO,17,PROPIA,24,55,CASADO,NO,FREELANCER,75,191,14000,0,1000,2420
1249,BUENO,20,RENTADA,60,41,SOLTERO,NO,FREELANCER,50,148,4000,0,835,1356
1250,MALO,0,OTRO,60,47,VIUDO,SÍ,FREELANCER,45,0,0,0,1500,1600
1251,BUENO,2,PADRES,24,26,SOLTERO,NO,FIJO,35,88,0,0,325,450
1252,BUENO,11,PADRES,60,27,CASADO,NO,FIJO,60,150,2500,0,1100,1129
1253,MALO,12,PROPIA,60,34,CASADO,NO,FIJO,60,115,4000,0,1650,1686
1254,MALO,1,RENTADA,60,31,DIVORCIADO,SÍ,FIJO,43,76,0,0,500,1300
1255,BUENO,2,PROPIA,60,37,CASADO,NO,FIJO,60,145,3500,1100,1250,1763
1256,MALO,17,PRIVADA,60,48,CASADO,SÍ,FREELANCER,60,69,7000,0,1400,1813
1257,BUENO,13,PROPIA,60,52,CASADO,NO,FREELANCER,60,0,20000,0,1370,1714
1258,BUENO,3,PADRES,36,22,SOLTERO,NO,FIJO,35,60,19000,0,775,1050
1259,MALO,4,PADRES,48,25,SOLTERO,NO,FIJO,35,73,0,0,700,814
1260,BUENO,38,PROPIA,48,56,VIUDO,NO,FIJO,35,112,3000,0,850,960
1261,MALO,12,PROPIA,60,39,CASADO,NO,FIJO,90,95,4000,250,1450,1686
1262,BUENO,15,PADRES,48,40,SOLTERO,NO,FIJO,35,150,0,0,1000,1399
1263,BUENO,20,PROPIA,60,51,CASADO,NO,FIJO,60,250,2500,0,1250,1825
1264,BUENO,0,PADRES,48,27,SOLTERO,SÍ,FIJO,35,46,0,0,900,1216
1265,BUENO,2,PRIVADA,60,25,CASADO,NO,FIJO,45,60,3000,0,1150,1163
1266,MALO,4,OTRO,60,25,SOLTERO,NO,MEDIO TIEMPO,35,92,0,0,1400,1661
1267,BUENO,7,PROPIA,60,36,CASADO,NO,FIJO,90,120,6000,1500,900,1175
1268,BUENO,4,PROPIA,12,32,CASADO,NO,FIJO,45,231,13000,290,400,1198
1269,MALO,2,RENTADA,60,32,CASADO,NO,FIJO,93,175,0,0,1650,1688
1270,BUENO,2,PADRES,48,23,SOLTERO,NO,MEDIO TIEMPO,35,160,3500,1200,1200,1426
1271,BUENO,1,PADRES,60,22,SOLTERO,NO,FIJO,35,109,0,0,1000,1466
1272,MALO,0,PADRES,48,25,CASADO,NO,FIJO,60,247,0,0,1900,1900
1273,MALO,0,OTRO,60,34,SOLTERO,NO,FIJO,35,140,3000,0,1550,1570
1274,BUENO,2,OTRO,60,41,SEPARADO,NO,FREELANCER,35,100,5000,0,1200,1450
1275,BUENO,8,PADRES,48,28,SOLTERO,NO,FIJO,35,115,500,0,360,363
1276,BUENO,1,RENTADA,36,37,CASADO,NO,FREELANCER,90,0,0,0,850,998
1277,BUENO,3,RENTADA,36,34,SOLTERO,NO,FIJO,41,63,30000,0,625,921
1278,MALO,0,PADRES,60,20,SOLTERO,NO,FIJO,35,79,0,0,1570,1575
1279,BUENO,10,RENTADA,48,38,CASADO,NO,FREELANCER,78,333,0,0,700,1386
1280,BUENO,4,PROPIA,48,49,SOLTERO,SÍ,FIJO,35,183,8000,0,1200,1531
1281,BUENO,2,PADRES,24,21,SOLTERO,NO,FREELANCER,35,0,0,0,250,355
1282,MALO,0,PROPIA,36,36,CASADO,NO,OTRO,45,25,3500,0,1300,2246
1283,BUENO,20,PRIVADA,60,39,CASADO,NO,FIJO,90,159,2000,0,750,790
1284,MALO,10,RENTADA,60,39,CASADO,SÍ,FREELANCER,119,292,13000,2500,1500,2262
1285,BUENO,0,RENTADA,60,29,CASADO,NO,MEDIO TIEMPO,61,160,0,0,1000,1055
1286,BUENO,21,RENTADA,36,42,CASADO,NO,FIJO,74,135,450,0,240,1275
1287,MALO,3,RENTADA,60,48,SEPARADO,SÍ,FIJO,47,120,0,0,1000,1077
1288,BUENO,2,PROPIA,36,27,VIUDO,NO,FIJO,35,135,8000,0,750,1296
1289,MALO,3,PROPIA,36,43,CASADO,NO,FREELANCER,45,0,3500,0,600,800
1290,MALO,1,PROPIA,60,46,CASADO,SÍ,FIJO,75,209,11000,0,1800,2015
1291,BUENO,19,RENTADA,18,39,SOLTERO,NO,FIJO,45,100,0,0,450,997
1292,MALO,3,RENTADA,24,22,SOLTERO,NO,FREELANCER,50,148,0,0,700,950
1293,MALO,25,PADRES,60,64,CASADO,SÍ,FIJO,45,130,0,0,2047,2946
1294,BUENO,2,RENTADA,60,28,SOLTERO,NO,FIJO,45,101,0,0,1300,1333
1295,BUENO,3,PADRES,36,21,SOLTERO,NO,MEDIO TIEMPO,35,49,0,0,750,850
1296,BUENO,5,RENTADA,30,58,CASADO,NO,FIJO,80,200,15000,0,520,690
1297,MALO,6,RENTADA,36,41,CASADO,SÍ,FREELANCER,75,0,0,0,775,875
1298,BUENO,10,RENTADA,36,47,SOLTERO,NO,MEDIO TIEMPO,86,114,3500,0,400,872
1299,BUENO,17,RENTADA,24,49,CASADO,NO,FREELANCER,80,53,0,0,600,1104
1300,BUENO,0,PROPIA,12,22,SOLTERO,NO,FIJO,35,132,3500,0,300,509
1301,MALO,0,PROPIA,60,62,CASADO,NO,OTRO,45,42,4000,0,500,827
1302,MALO,2,PADRES,36,24,SOLTERO,NO,FIJO,35,90,0,0,1000,1150
1303,BUENO,28,PROPIA,24,59,CASADO,NO,FREELANCER,60,606,6000,0,1550,1760
1304,BUENO,0,RENTADA,48,36,CASADO,NO,FIJO,74,141,0,0,1150,1485
1305,BUENO,5,PROPIA,60,36,CASADO,NO,FIJO,75,141,4000,0,1300,1435
1306,MALO,5,PADRES,36,45,CASADO,SÍ,FIJO,75,68,0,0,2375,2875
1307,BUENO,12,PROPIA,36,41,CASADO,NO,FREELANCER,60,0,10000,0,1000,2100
1308,BUENO,4,PROPIA,24,30,CASADO,SÍ,FIJO,45,165,3000,0,250,450
1309,BUENO,6,PADRES,60,43,CASADO,NO,FREELANCER,75,70,4000,0,1000,1548
1310,BUENO,0,RENTADA,24,23,SOLTERO,NO,FIJO,42,70,0,0,125,125
1311,BUENO,9,PROPIA,48,41,SEPARADO,NO,FIJO,35,60,8000,1000,1200,1538
1312,BUENO,9,RENTADA,36,31,CASADO,SÍ,FREELANCER,84,241,10000,0,3800,5852
1313,MALO,2,RENTADA,12,47,CASADO,SÍ,FIJO,103,426,0,0,350,450
1314,MALO,2,RENTADA,60,36,SEPARADO,SÍ,FREELANCER,35,0,0,0,2000,2676
1315,BUENO,2,PADRES,12,25,SOLTERO,SÍ,FREELANCER,35,74,18000,0,600,1638
1316,BUENO,18,PROPIA,60,49,CASADO,NO,FIJO,135,180,13500,0,900,994
1317,BUENO,16,PROPIA,36,57,CASADO,NO,FIJO,60,154,4000,130,700,1090
1318,MALO,10,PROPIA,60,26,CASADO,NO,FIJO,60,63,5000,3000,1400,1432
1319,BUENO,11,PROPIA,60,37,CASADO,NO,FIJO,90,289,7000,250,1200,1599
1320,MALO,14,PROPIA,36,45,SEPARADO,NO,FIJO,45,190,12000,0,2100,2758
1321,BUENO,4,RENTADA,60,24,CASADO,NO,FIJO,75,147,0,0,1300,1700
1322,MALO,1,PROPIA,60,42,CASADO,SÍ,FIJO,105,198,3500,250,1000,1245
1323,MALO,2,RENTADA,24,23,SOLTERO,SÍ,FREELANCER,75,400,0,0,750,900
1324,BUENO,1,RENTADA,60,38,CASADO,NO,MEDIO TIEMPO,58,130,0,0,1450,1593
1325,MALO,2,PROPIA,60,36,CASADO,SÍ,FREELANCER,60,140,29000,0,3900,4812
1326,BUENO,13,PADRES,60,27,CASADO,NO,FIJO,60,100,0,0,950,1152
1327,BUENO,5,PROPIA,24,37,CASADO,NO,FREELANCER,90,143,7000,0,700,900
1328,MALO,1,RENTADA,36,25,CASADO,NO,FIJO,54,87,0,0,500,646
1329,BUENO,6,RENTADA,60,23,CASADO,NO,FIJO,62,171,0,0,1000,1209
1330,BUENO,20,PROPIA,36,47,CASADO,NO,FIJO,75,203,4000,0,1050,1258
1331,BUENO,9,PROPIA,18,52,CASADO,NO,FIJO,60,154,5500,0,500,1531
1332,BUENO,15,PROPIA,12,55,CASADO,NO,FIJO,45,130,7000,0,200,1240
1333,BUENO,0,PADRES,48,28,SOLTERO,NO,FIJO,35,90,3500,0,1000,1210
1334,BUENO,5,PADRES,60,24,SOLTERO,NO,FIJO,35,92,0,0,1030,1068
1335,BUENO,15,PADRES,36,40,CASADO,SÍ,FREELANCER,75,0,0,0,375,375
1336,BUENO,4,PROPIA,48,36,CASADO,NO,FIJO,75,210,4000,0,1800,2628
1337,BUENO,4,PROPIA,24,26,CASADO,NO,FIJO,45,115,4000,0,500,1400
1338,BUENO,5,PADRES,18,22,SOLTERO,NO,FIJO,35,80,0,0,600,1132
1339,BUENO,2,PADRES,60,25,SOLTERO,NO,FIJO,35,110,0,0,860,959
1340,BUENO,4,PROPIA,24,44,CASADO,NO,FREELANCER,75,86,5000,0,900,1100
1341,BUENO,0,PROPIA,60,56,CASADO,NO,OTRO,60,117,3000,0,1200,1347
1342,BUENO,1,OTRO,42,33,CASADO,SÍ,FIJO,90,138,3500,606,1400,1700
1343,BUENO,7,PROPIA,60,42,CASADO,NO,FIJO,45,88,4000,0,850,1033
1344,BUENO,11,PADRES,12,29,CASADO,NO,FIJO,60,54,0,0,600,1683
1345,BUENO,40,RENTADA,18,62,CASADO,NO,FREELANCER,77,166,10000,0,900,2040
1346,BUENO,10,PROPIA,60,33,CASADO,NO,FIJO,75,364,60000,0,1300,1804
1347,BUENO,3,PROPIA,48,32,CASADO,NO,FREELANCER,75,65,10500,1500,1500,2155
1348,BUENO,24,PROPIA,60,54,CASADO,NO,FREELANCER,45,109,17000,0,2000,3400
1349,BUENO,6,PADRES,36,24,SOLTERO,NO,FIJO,35,57,0,0,380,490
1350,MALO,2,RENTADA,48,36,DIVORCIADO,NO,FIJO,45,99,0,0,750,1350
1351,BUENO,3,PADRES,48,27,CASADO,NO,FIJO,45,227,0,0,1150,1575
1352,BUENO,11,PROPIA,60,29,SOLTERO,NO,FIJO,35,57,1500,0,700,994
1353,BUENO,1,PADRES,24,22,SOLTERO,NO,MEDIO TIEMPO,35,80,0,0,150,400
1354,MALO,5,RENTADA,36,22,SOLTERO,NO,FIJO,42,70,0,0,850,870
1355,BUENO,1,RENTADA,48,39,CASADO,NO,FIJO,86,105,0,0,1300,1600
1356,MALO,1,PADRES,48,24,SOLTERO,SÍ,FIJO,35,65,0,0,900,1061
1357,BUENO,20,PROPIA,48,39,CASADO,NO,FREELANCER,75,45,10000,0,2000,3650
1358,BUENO,7,PADRES,48,31,SOLTERO,SÍ,FIJO,35,72,5500,0,1000,1051
1359,BUENO,3,PADRES,36,31,CASADO,SÍ,FIJO,60,80,0,0,1450,1700
1360,BUENO,25,PROPIA,48,47,CASADO,NO,FREELANCER,60,157,15000,0,1990,2460
1361,BUENO,12,PROPIA,36,46,CASADO,SÍ,FIJO,60,117,3000,0,825,1325
1362,BUENO,4,RENTADA,36,32,CASADO,NO,FIJO,55,100,0,0,300,500
1363,BUENO,0,PRIVADA,12,28,CASADO,NO,FIJO,60,130,3000,2000,380,1308
1364,BUENO,15,PROPIA,12,49,CASADO,NO,FREELANCER,75,0,17000,0,700,1420
1365,BUENO,20,PROPIA,12,60,CASADO,NO,FREELANCER,60,0,40000,0,700,1420
1366,MALO,0,OTRO,60,31,CASADO,SÍ,FIJO,90,0,0,0,1450,1604
1367,BUENO,12,PROPIA,54,35,CASADO,NO,FIJO,75,113,3000,600,1650,1800
1368,BUENO,10,PROPIA,48,44,CASADO,NO,FIJO,75,450,12000,0,1030,1128
1369,BUENO,0,PADRES,48,21,SOLTERO,NO,FIJO,35,50,0,0,1000,1091
1370,MALO,2,PROPIA,48,20,SOLTERO,NO,FREELANCER,35,450,31000,0,1500,1853
1371,MALO,0,NO DIJO ,36,45,CASADO,NO,MEDIO TIEMPO,75,87,1500,0,300,480
1372,BUENO,1,PROPIA,60,34,CASADO,SÍ,FIJO,45,180,2500,300,1300,1817
1373,BUENO,1,RENTADA,60,21,CASADO,NO,FIJO,58,132,0,0,1275,1381
1374,MALO,6,PROPIA,36,44,CASADO,NO,FIJO,75,150,7000,600,650,650
1375,BUENO,1,RENTADA,36,34,CASADO,NO,FREELANCER,94,189,15000,1500,1500,2435
1376,BUENO,15,RENTADA,48,40,CASADO,SÍ,FIJO,88,125,0,0,1100,1498
1377,BUENO,11,PADRES,36,29,SOLTERO,NO,FIJO,35,64,0,0,600,1314
1378,BUENO,1,RENTADA,36,44,CASADO,NO,FIJO,105,145,0,0,1000,2275
1379,MALO,1,RENTADA,36,27,SOLTERO,NO,FIJO,42,67,0,0,1000,1350
1380,MALO,1,PROPIA,36,27,CASADO,NO,MEDIO TIEMPO,45,127,4500,3000,600,745
1381,BUENO,11,PROPIA,48,46,CASADO,NO,FREELANCER,75,160,10000,0,1150,1156
1382,BUENO,2,PROPIA,60,43,CASADO,SÍ,FIJO,45,63,3000,0,1100,1683
1383,BUENO,1,PROPIA,36,25,VIUDO,NO,FIJO,45,60,2000,0,525,800
1384,BUENO,11,RENTADA,60,28,SOLTERO,NO,FIJO,42,67,0,0,900,1399
1385,BUENO,3,PROPIA,48,30,CASADO,NO,FIJO,75,88,6000,400,1200,1796
1386,MALO,1,RENTADA,48,29,CASADO,NO,MEDIO TIEMPO,77,170,0,0,1300,2262
1387,BUENO,15,RENTADA,60,39,CASADO,NO,FREELANCER,60,145,5000,0,1300,1625
1388,MALO,1,OTRO,42,24,SOLTERO,SÍ,FIJO,35,60,0,0,1200,1616
1389,BUENO,8,PROPIA,12,29,CASADO,NO,FIJO,45,92,6000,2400,100,1492
1390,BUENO,10,PRIVADA,60,55,CASADO,NO,FIJO,60,195,4000,0,1900,2150
1391,BUENO,3,RENTADA,36,27,CASADO,NO,FIJO,68,80,0,0,325,400
1392,MALO,2,PROPIA,36,20,SOLTERO,NO,FREELANCER,35,0,80000,30000,750,1350
1393,BUENO,0,OTRO,42,24,SOLTERO,NO,FIJO,35,42,0,0,800,1450
1394,BUENO,9,OTRO,36,32,SOLTERO,NO,FIJO,35,125,0,0,1000,1725
1395,BUENO,4,RENTADA,48,38,CASADO,NO,FIJO,91,161,5000,0,800,1008
1396,BUENO,0,PADRES,24,24,SOLTERO,NO,MEDIO TIEMPO,35,117,4000,0,1000,1489
1397,BUENO,7,PROPIA,18,33,CASADO,NO,FREELANCER,60,164,4000,0,550,1679
1398,BUENO,1,PADRES,60,30,SOLTERO,NO,FIJO,35,75,0,0,1000,1156
1399,BUENO,25,OTRO,18,43,CASADO,NO,FIJO,75,85,700,0,400,1205
1400,BUENO,6,RENTADA,60,34,SEPARADO,NO,FIJO,47,120,0,0,1100,1700
1401,BUENO,3,RENTADA,48,35,SEPARADO,NO,FIJO,59,240,0,0,1300,1627
1402,BUENO,4,PROPIA,60,24,CASADO,NO,FREELANCER,60,250,9000,3400,1250,1300
1403,MALO,0,PROPIA,60,30,CASADO,NO,OTRO,60,78,3500,0,1250,1365
1404,BUENO,5,PROPIA,18,28,CASADO,NO,FIJO,60,102,2500,1300,450,1437
1405,MALO,12,PROPIA,48,49,CASADO,SÍ,FIJO,45,152,7500,0,1100,2120
1406,BUENO,4,PRIVADA,24,44,CASADO,NO,FIJO,75,96,4000,0,580,923
1407,MALO,9,PADRES,60,31,SOLTERO,SÍ,FIJO,35,92,0,0,1000,1161
1408,BUENO,2,PADRES,60,26,CASADO,NO,FIJO,45,199,0,0,1500,1698
1409,BUENO,0,PROPIA,48,43,CASADO,NO,MEDIO TIEMPO,75,71,14000,0,1100,1660
1410,BUENO,13,PROPIA,60,38,SOLTERO,NO,FIJO,45,80,4000,0,1060,1274
1411,BUENO,2,OTRO,42,25,CASADO,NO,FIJO,60,190,0,0,1100,1729
1412,BUENO,8,PROPIA,36,40,CASADO,NO,FREELANCER,75,200,10000,0,700,800
1413,BUENO,14,PRIVADA,12,49,CASADO,NO,FIJO,90,140,3000,500,400,1432
1414,MALO,11,RENTADA,48,40,CASADO,NO,FIJO,59,140,0,0,1000,1930
1415,MALO,20,PROPIA,36,57,CASADO,NO,FIJO,90,114,5000,1500,1000,1193
1416,BUENO,1,PADRES,48,28,SOLTERO,NO,FIJO,35,140,0,0,1400,1728
1417,BUENO,14,PADRES,60,28,CASADO,NO,FIJO,45,140,0,0,1150,1301
1418,BUENO,13,PROPIA,48,54,CASADO,SÍ,FIJO,45,90,2500,0,1000,1198
1419,BUENO,0,PROPIA,36,36,CASADO,NO,FIJO,75,424,9500,700,1000,1690
1420,BUENO,1,RENTADA,60,26,CASADO,NO,MEDIO TIEMPO,61,155,0,0,1035,1709
1421,MALO,0,PROPIA,60,36,CASADO,SÍ,FREELANCER,75,0,6000,0,1650,1861
1422,BUENO,10,RENTADA,60,26,CASADO,NO,FIJO,78,175,0,0,1000,1314
1423,BUENO,28,PADRES,24,44,CASADO,NO,FREELANCER,90,180,0,0,450,1472
1424,BUENO,8,PROPIA,36,30,CASADO,NO,FIJO,60,50,5000,400,300,1890
1425,BUENO,1,PROPIA,36,24,CASADO,NO,FIJO,45,113,3500,0,1200,1702
1426,MALO,1,RENTADA,48,26,SOLTERO,NO,FIJO,45,100,0,0,1400,1968
1427,MALO,0,OTRO,60,27,CASADO,SÍ,FIJO,75,0,0,0,1600,1786
1428,BUENO,1,PROPIA,60,44,CASADO,NO,FREELANCER,90,905,20000,15000,1200,1381
1429,BUENO,1,OTRO,36,29,SOLTERO,NO,FIJO,35,52,0,0,1000,1152
1430,BUENO,8,PROPIA,60,32,CASADO,NO,FIJO,75,157,3500,1800,1300,1590
1431,BUENO,10,PROPIA,24,46,CASADO,NO,FREELANCER,120,400,6000,2700,600,1080
1432,BUENO,4,RENTADA,48,39,CASADO,NO,FIJO,91,157,0,0,1300,1501
1433,MALO,0,PADRES,60,30,CASADO,NO,FREELANCER,60,0,0,0,1000,1110
1434,MALO,10,PROPIA,60,27,CASADO,NO,FIJO,45,120,5000,2000,1570,1914
1435,BUENO,9,RENTADA,60,37,CASADO,NO,FIJO,91,162,0,0,1000,1537
1436,MALO,0,PROPIA,48,26,CASADO,NO,FREELANCER,45,0,16000,3648,400,1751
1437,BUENO,5,RENTADA,24,29,CASADO,NO,FREELANCER,45,0,0,0,800,1197
1438,BUENO,8,PROPIA,36,60,CASADO,NO,FREELANCER,45,78,11000,0,500,670
1439,MALO,0,RENTADA,36,26,CASADO,NO,MEDIO TIEMPO,80,195,0,0,600,785
1440,BUENO,2,RENTADA,60,33,SOLTERO,NO,FIJO,75,400,0,0,1450,1457
1441,MALO,0,OTRO,36,52,CASADO,NO,FREELANCER,45,0,0,0,500,1050
1442,BUENO,6,RENTADA,24,28,CASADO,NO,FIJO,62,166,0,0,500,1150
1443,BUENO,20,PROPIA,48,53,CASADO,NO,FIJO,60,135,4000,0,1170,1297
1444,BUENO,10,PROPIA,60,36,CASADO,NO,FIJO,75,204,5000,0,1400,1460
1445,BUENO,14,PROPIA,36,34,CASADO,NO,FIJO,75,155,3000,1000,400,1908
1446,BUENO,1,PROPIA,36,30,CASADO,NO,FIJO,45,120,3000,1100,1750,2245
1447,BUENO,3,PADRES,60,25,SOLTERO,NO,FIJO,35,130,6000,0,625,1083
1448,BUENO,2,PROPIA,18,43,CASADO,NO,FREELANCER,90,356,5000,800,700,1073
1449,BUENO,25,OTRO,60,50,CASADO,NO,FIJO,90,230,0,0,800,860
1450,BUENO,36,PROPIA,48,58,CASADO,NO,FIJO,45,100,5500,108,700,1291
1451,BUENO,11,PROPIA,60,44,CASADO,SÍ,FIJO,60,130,3500,0,1400,1731
1452,BUENO,7,PROPIA,60,23,SOLTERO,NO,FIJO,60,145,4500,0,1100,1150
1453,BUENO,0,RENTADA,18,34,CASADO,SÍ,MEDIO TIEMPO,98,81,0,0,300,450
1454,BUENO,1,PROPIA,60,29,CASADO,NO,FIJO,60,136,7000,0,1000,1688
1455,BUENO,17,PROPIA,60,32,CASADO,NO,FIJO,75,200,5000,2500,1550,1721
1456,MALO,2,PROPIA,36,19,SOLTERO,SÍ,FREELANCER,35,0,9000,0,500,1100
